url,http_status,markdown_file,combined,coverage,output_path
http://www.annavinpadaippugal.info/annavin_english_katturaigal_part1.htm,200,english/annavin_english_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/english/annavin_english_katturaigal.md
http://www.annavinpadaippugal.info/annavin_english_katturaigal_part2.htm,200,english/annavin_english_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/english/annavin_english_katturaigal.md
http://www.annavinpadaippugal.info/annavin_kadithangal.htm,200,kadithangal/annavin_kadithangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annavin_kadithangal.md
http://www.annavinpadaippugal.info/annavin_kadithangal_part2.htm,200,kadithangal/annavin_kadithangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annavin_kadithangal.md
http://www.annavinpadaippugal.info/annavin_kadithangal_part3.htm,200,kadithangal/annavin_kadithangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/annavin_kadithangal.md
http://www.annavinpadaippugal.info/annavin_katturaigal.htm,200,katturaigal/annavin_katturaigal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_1.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_10.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_11.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_12.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_13.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_14.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_15.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_2.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_3.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_4.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_5.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_6.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_7.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_8.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_katturaigal_9.htm,200,katturaigal/annavin_katturaigal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/katturaigal/annavin_katturaigal.md
http://www.annavinpadaippugal.info/annavin_kavithaigal.htm,200,kavithaigal/annavin_kavithaigal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kavithaigal/annavin_kavithaigal.md
http://www.annavinpadaippugal.info/annavin_kurunavalgal.htm,200,Kurunavalgal/annavin_kurunavalgal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/Kurunavalgal/annavin_kurunavalgal.md
http://www.annavinpadaippugal.info/annavin_nadagangal.htm,200,nadagangal/annavin_nadagangal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/nadagangal/annavin_nadagangal.md
http://www.annavinpadaippugal.info/annavin_navalgal.htm,200,navalgal/annavin_navalgal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/navalgal/annavin_navalgal.md
http://www.annavinpadaippugal.info/annavin_oviyam_attai.htm,200,oviyam/annavin_oviyam_attai.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_attai.md
http://www.annavinpadaippugal.info/annavin_oviyam_kaiezhuthu.htm,200,oviyam/annavin_oviyam_kaiezhuthu.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_kaiezhuthu.md
http://www.annavinpadaippugal.info/annavin_oviyam_kpadam.htm,200,oviyam/annavin_oviyam_kpadam.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_kpadam.md
http://www.annavinpadaippugal.info/annavin_oviyam_pathirikai.htm,200,oviyam/annavin_oviyam_pathirikai.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_pathirikai.md
http://www.annavinpadaippugal.info/annavin_oviyam_suvarotti.htm,200,oviyam/annavin_oviyam_suvarotti.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_suvarotti.md
http://www.annavinpadaippugal.info/annavin_oviyam_vilambaram.htm,200,oviyam/annavin_oviyam_vilambaram.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/oviyam/annavin_oviyam_vilambaram.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_10.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1909_19.htm,200,photos/annavin_pugaipadangal_1909_19.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1909_19.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1920_29.htm,200,photos/annavin_pugaipadangal_1920_29.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1920_29.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1930_39.htm,200,photos/annavin_pugaipadangal_1930_39.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1930_39.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1940_49.htm,200,photos/annavin_pugaipadangal_1940_49.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1940_49.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1950_59.htm,200,photos/annavin_pugaipadangal_1950_59.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1950_59.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69.htm,200,photos/annavin_pugaipadangal_1960_69.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_1.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_10.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_2.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_3.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_4.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_5.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_6.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_7.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_8.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_1960_69_9.htm,200,photos/annavin_pugaipadangal_1960_69.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal_1960_69.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_2.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_3.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_4.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_5.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_6.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_7.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_8.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_pugaipadangal_9.html,200,photos/annavin_pugaipadangal.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/photos/annavin_pugaipadangal.md
http://www.annavinpadaippugal.info/annavin_sirukathaigal.htm,200,sirukathaigal/annavin_sirukathaigal.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/sirukathaigal/annavin_sirukathaigal.md
http://www.annavinpadaippugal.info/contact.htm,200,contact.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/contact.md
http://www.annavinpadaippugal.info/home.htm,200,home.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/home.md
http://www.annavinpadaippugal.info/kadithangal/1961_kaana_thittama.htm,200,kadithangal/1961_kaana_thittama.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/1961_kaana_thittama.md
http://www.annavinpadaippugal.info/kadithangal/aalayilla_ooril.htm,200,kadithangal/aalayilla_ooril.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aalayilla_ooril.md
http://www.annavinpadaippugal.info/kadithangal/aalinganamum_1.htm,200,kadithangal/aalinganamum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aalinganamum.md
http://www.annavinpadaippugal.info/kadithangal/aalinganamum_2.htm,200,kadithangal/aalinganamum.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aalinganamum.md
http://www.annavinpadaippugal.info/kadithangal/aanai_piranthathu_1.htm,200,kadithangal/aanai_piranthathu_1.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aanai_piranthathu_1.md
http://www.annavinpadaippugal.info/kadithangal/aanal_agavae_1.htm,200,kadithangal/aanal_agavae.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aanal_agavae.md
http://www.annavinpadaippugal.info/kadithangal/aanal_agavae_2.htm,200,kadithangal/aanal_agavae.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aanal_agavae.md
http://www.annavinpadaippugal.info/kadithangal/aariyam_irukum_idam.htm,200,kadithangal/aariyam_irukum_idam.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aariyam_irukum_idam.md
http://www.annavinpadaippugal.info/kadithangal/aavadiyum_kaavadiyum.htm,200,kadithangal/aavadiyum_kaavadiyum.md,no,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aavadiyum_kaavadiyum.md
http://www.annavinpadaippugal.info/kadithangal/aazhamam_kuzhiyam_1.htm,200,kadithangal/aazhamam_kuzhiyam.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aazhamam_kuzhiyam.md
http://www.annavinpadaippugal.info/kadithangal/aazhamam_kuzhiyam_2.htm,200,kadithangal/aazhamam_kuzhiyam.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/aazhamam_kuzhiyam.md
http://www.annavinpadaippugal.info/kadithangal/adakkumurai_kural_1.htm,200,kadithangal/adakkumurai_kural.md,yes,covered,/Users/pugazhendhirajendran/Documents/Codex/2026-07-09/https-www-annavinpadaippugal-info/outputs/annavin_text_extractor/organized_contents/kadithangal/adakkumurai_kural.md
